Time,ECG,Stethoscope
4.14,-0.21188,0.00333969
4.145,-0.229139,-0.00218102
4.15,-0.241773,-0.00483911
4.155,-0.251224,-0.00646686
4.16,-0.261199,-0.00714344
4.165,-0.273339,-0.00790169
4.17,-0.285498,-0.00485454
4.175,-0.294965,-0.00296676
4.18,-0.302268,-0.0036914
4.185,-0.308206,-0.00184786
4.19,-0.311795,-0.000347148
4.195,-0.312924,-0.00186112
4.2,-0.313635,0.00092401
4.205,-0.315311,-0.00262321
4.21,-0.320809,-0.00759261
4.215,-0.336117,-0.00433619
4.22,-0.359478,-0.00290381
4.225,-0.362912,-0.00187356
4.23,-0.299072,-0.00355873
4.235,-0.118862,-0.00492793
4.24,0.194575,-0.00607124
4.245,0.577851,-0.00554079
4.25,0.91216,3.72E-05
4.255,1.09748,0.00848318
4.26,1.09592,0.00348461
4.265,0.936841,-0.00431419
4.27,0.69367,-0.00078216
4.275,0.442692,-0.0115158
4.28,0.232763,-0.0316704
4.285,0.0800667,-0.0172896
4.29,-0.020263,0.00398484
4.295,-0.0824133,0.00431337
4.3,-0.121673,0.0109724
4.305,-0.148676,0.0202484
4.31,-0.167969,0.00650643
4.315,-0.181574,-0.00857369
4.32,-0.191073,-0.0189453
4.325,-0.19713,-0.00971828
4.33,-0.198971,0.000448834
4.335,-0.196435,0.00264316
4.34,-0.191515,-0.00316174
4.345,-0.186092,-0.00649085
4.35,-0.180006,-0.00319676
4.355,-0.172031,-0.00568324
4.36,-0.16233,-0.00430455
4.365,-0.152059,-0.00470113
4.37,-0.14126,-0.00394104
4.375,-0.129113,-0.00304996
4.38,-0.115881,-0.00520136
4.385,-0.101698,-0.00515762
4.39,-0.0857554,-0.00608563
4.395,-0.0673792,-0.00291277
4.4,-0.0468278,-0.0033643
4.405,-0.0250169,0.000612366
4.41,-0.00213544,-0.00138902
4.415,0.0217849,-0.00442695
4.42,0.0457791,3.18E-05
4.425,0.0692912,-0.00432186
4.43,0.0931113,-0.00198596
4.435,0.11702,-0.00332357
4.44,0.139027,-0.00153245
4.445,0.157818,-0.00446121
4.45,0.173579,-0.00796754
4.455,0.185863,-0.00472187
4.46,0.192519,-0.00158896
4.465,0.191794,0.000271521
4.47,0.182784,-0.00416179
4.475,0.1645,-0.00167911
4.48,0.135766,-0.00569323
4.485,0.0972673,-0.00554383
4.49,0.0528119,-0.0037395
4.495,0.0071292,0.00131901
4.5,-0.0374432,-0.000863897
4.505,-0.0798695,3.32E-05
4.51,-0.117655,-0.00217622
4.515,-0.148454,-0.00611235
4.52,-0.171912,-0.00569842
4.525,-0.189006,-0.00538931
4.53,-0.20014,-0.00818332
4.535,-0.206409,-0.00587378
4.54,-0.210245,-0.00351749
4.545,-0.213715,0.00298987
4.55,-0.216982,-0.000783394
4.555,-0.219248,-0.00506763
4.56,-0.22142,-0.00407983
4.565,-0.22417,-0.00426917
4.57,-0.226049,-0.00207645
4.575,-0.226105,-0.00114247
4.58,-0.225452,0.00451795
4.585,-0.225731,0.00818707
4.59,-0.227228,-0.020257
4.595,-0.228741,-0.0273548
4.6,-0.229769,0.0151926
4.605,-0.230247,0.00368756
4.61,-0.22944,-0.000724523
4.615,-0.227087,0.00153711
4.62,-0.224871,0.000326527
4.625,-0.224508,-0.01081
4.63,-0.225018,-0.0127967
4.635,-0.224782,-0.00531777
4.64,-0.224664,-0.000939384
4.645,-0.225952,-0.00157326
4.65,-0.227448,-0.00392889
4.655,-0.227225,-0.00289925
4.66,-0.225494,-0.00311106
4.665,-0.224087,-0.00635726
4.67,-0.223217,-0.00093862
4.675,-0.222411,-0.00193316
4.68,-0.221915,-0.00228879
4.685,-0.221428,0.000450561
4.69,-0.220172,0.00042789
4.695,-0.218961,-0.00361824
4.7,-0.219321,-0.00436412
4.705,-0.221051,-0.00657126
4.71,-0.222436,-0.00511328
4.715,-0.222417,-0.00207638
4.72,-0.221589,-0.00214634
4.725,-0.220575,-0.00372591
4.73,-0.219497,-0.0076098
4.735,-0.218877,-0.0061462
4.74,-0.219818,-0.00278957
4.745,-0.222365,-0.00135427
4.75,-0.224575,0.000663114
4.755,-0.225241,-0.00304466
4.76,-0.226051,-0.00698367
4.765,-0.228418,-0.00244747
4.77,-0.230817,-8.14E-05
4.775,-0.231767,-0.00235076
4.78,-0.23207,-0.00609354
4.785,-0.232063,-0.00406349
4.79,-0.230851,-0.000696728
4.795,-0.228564,-0.00110834
4.8,-0.227786,-0.00184646
4.805,-0.229436,-0.00151912
4.81,-0.231338,-0.00460939
4.815,-0.231865,-0.00403614
4.82,-0.231752,-0.00209193
4.825,-0.232324,-0.00156568
4.83,-0.232683,-0.00655072
4.835,-0.231788,-0.0073791
4.84,-0.230671,-0.00786661
4.845,-0.230919,-0.00648189
4.85,-0.231875,-0.00192955
4.855,-0.232167,0.00135989
4.86,-0.232224,-0.00229002
4.865,-0.232621,-0.00321358
4.87,-0.232856,1.08E-05
4.875,-0.232305,-0.00174572
4.88,-0.231367,-0.00487471
4.885,-0.230599,-0.0033168
4.89,-0.229725,-0.00107644
4.895,-0.22835,-0.00265707
4.9,-0.226953,-0.00432236
4.905,-0.226212,-0.00390922
4.91,-0.226166,-0.00188683
4.915,-0.226604,-0.00310274
4.92,-0.227768,-0.00302207
4.925,-0.229584,-0.00189837
4.93,-0.230722,-0.00471877
4.935,-0.23008,-0.00503468
4.94,-0.228847,-0.00484471
4.945,-0.228828,-0.0045896
4.95,-0.229633,-0.00226589
4.955,-0.230183,-0.00261516
4.96,-0.230939,-0.00115068
4.965,-0.231896,-0.00610641
4.97,-0.230542,-0.00433129
4.975,-0.224025,-0.00348163
4.98,-0.21168,-0.00248122
4.985,-0.196039,0.00195447
4.99,-0.180603,-0.00104435
4.995,-0.167213,-0.00269539
5,-0.154866,-0.00152618
5.005,-0.140235,-0.0094693
5.01,-0.11867,-0.00795424
5.015,-0.08867,-0.00511728
5.02,-0.0554475,-0.00497298
5.025,-0.0271604,-0.00606764
5.03,-0.00746848,-0.00124534
5.035,0.00357461,0.000858277
5.04,0.00479256,0.000483032
5.045,-0.00559621,0.00015292
5.05,-0.028302,-0.000103983
5.055,-0.0622346,-0.00367654
5.06,-0.103932,-0.00214873
5.065,-0.148313,-0.00204531
5.07,-0.189117,-0.00464882
5.075,-0.221368,-0.00493758
5.08,-0.244834,-0.00539831
5.085,-0.261531,-0.0040647
5.09,-0.272794,-0.00504482
5.095,-0.279748,-0.00570742
5.1,-0.284495,-0.0021644
5.105,-0.289128,-0.00354892
5.11,-0.293709,-0.00169689
5.115,-0.297468,-0.00499373
5.12,-0.300939,-0.00471161
5.125,-0.304381,-0.00103053
5.13,-0.306795,-0.00139332
5.135,-0.307049,-0.00202622
5.14,-0.305826,-0.00214266
5.145,-0.303739,-0.00334802
5.15,-0.300362,-0.00739723
5.155,-0.299552,-0.00595715
5.16,-0.307977,-0.00476066
5.165,-0.318302,-0.00185569
5.17,-0.2971,-0.000705672
5.175,-0.197454,-0.00265137
5.18,0.0243096,-0.00541359
5.185,0.366081,-0.00589574
5.19,0.743333,-0.00699759
5.195,1.03544,0.00313807
5.2,1.15901,0.0113372
5.205,1.09951,0.00339641
5.21,0.90652,-0.000761305
5.215,0.658239,0.00273007
5.22,0.421695,-0.0128607
5.225,0.233587,-0.0307594
5.23,0.10242,-0.0202337
5.235,0.0191547,-0.00400237
5.24,-0.0315364,-0.00018381
5.245,-0.0631877,0.0122515
5.25,-0.0838666,0.0161052
5.255,-0.0974542,0.0050282
5.26,-0.10708,-0.00136502
5.265,-0.115068,-0.0161669
5.27,-0.120266,-0.0134578
5.275,-0.120596,-0.00405859
5.28,-0.11633,0.00544502
5.285,-0.109178,-0.00091969
5.29,-0.0998012,-0.00191094
5.295,-0.0890171,0.00364188
5.3,-0.0787722,-0.000306445
5.305,-0.0695056,-0.00753879
5.31,-0.058924,-0.00881087
5.315,-0.0453502,-0.00715394
5.32,-0.0295664,-0.00625776
5.325,-0.0134588,-0.00949701
5.33,0.00302703,-0.00755196
5.335,0.0213397,-0.00814559
5.34,0.0419433,-0.00335639
5.345,0.0650189,-0.000269797
5.35,0.0913889,0.00212441
5.355,0.120399,0.00420598
5.36,0.149759,-0.00110629
5.365,0.178014,0.000622931
5.37,0.205781,-0.000919196
5.375,0.233553,-0.00490668
5.38,0.259086,-0.0050958
5.385,0.279842,-0.0049727
5.39,0.29642,-0.00507991
5.395,0.310558,-0.00739735
5.4,0.321435,-0.00794463
5.405,0.3262,-0.00371427
5.41,0.322684,-0.00193575
5.415,0.309408,-0.00436139
5.42,0.284988,-0.00104972
5.425,0.249252,0.000347328
5.43,0.205601,-9.82E-05
5.435,0.15884,0.000390019
5.44,0.111271,-0.00274682
5.445,0.0639452,-0.00347395
5.45,0.0196667,-0.0030603
5.455,-0.0187533,-0.00582567
5.46,-0.0506945,-0.00335697
5.465,-0.0768756,-0.00135895
5.47,-0.0977134,-0.00140777
5.475,-0.113083,-0.00239323
5.48,-0.12433,-0.00504081
5.485,-0.133708,-0.0043963
5.49,-0.140927,-0.00564963
5.495,-0.144617,-0.0076679
5.5,-0.146203,-0.00916907
5.505,-0.147575,-0.00511064
5.51,-0.148378,-0.00277982
5.515,-0.147385,-0.000275484
5.52,-0.145258,0.00368262
5.525,-0.142527,0.00781686
5.53,-0.137825,0.00358109
5.535,-0.131347,-0.0412274
5.54,-0.126,0.00652558
5.545,-0.123299,0.000294912
5.55,-0.121231,0.00554372
5.555,-0.117742,0.00224893
5.56,-0.11331,0.000897932
5.565,-0.109401,-0.000592124
5.57,-0.105406,-0.0107563
5.575,-0.10056,-0.00718196
5.58,-0.0955049,-0.00435285
5.585,-0.0912455,-0.00440517
5.59,-0.0876475,-0.0017814
5.595,-0.0842776,-0.00310154
5.6,-0.081373,-0.00663649
5.605,-0.0793922,-0.00629762
5.61,-0.0771305,-0.00251692
5.615,-0.073453,-0.00386558
5.62,-0.0700164,-0.00230668
5.625,-0.0688737,3.21E-05
5.63,-0.0690864,-0.000138503
5.635,-0.0681537,-0.00207575
5.64,-0.0656801,-0.00379695
5.645,-0.0636376,0.000674953
5.65,-0.0627627,-7.75E-05
5.655,-0.0621118,-0.00755283
5.66,-0.0619953,-0.00571739
5.665,-0.0631257,-0.00763264
5.67,-0.0647009,-0.0059988
5.675,-0.0649904,-0.00602909
5.68,-0.0641734,-0.00367703
5.685,-0.0639597,-0.00274585
5.69,-0.0637888,0.000345685
5.695,-0.0620499,-0.00173285
5.7,-0.0595156,-0.00216399
5.705,-0.0579266,0.000529337
5.71,-0.0569809,-0.00309642
5.715,-0.0556452,-0.00322698
5.72,-0.0544055,-0.00269351
5.725,-0.0540348,-0.00371744
5.73,-0.0541745,-0.0013568
5.735,-0.0537571,-0.00443164
5.74,-0.0529649,-0.0049621
5.745,-0.0522092,-0.00369991
5.75,-0.0503717,-0.00326182
5.755,-0.046738,-0.00416098
5.76,-0.042703,-0.00335279
5.765,-0.0404261,-0.00295928
5.77,-0.0397834,-0.00309246
5.775,-0.0396947,0.000440179
5.78,-0.0401402,-0.00482336
5.785,-0.0412527,-0.00613992
5.79,-0.041341,-0.00310584
5.795,-0.0389732,-0.00447172
5.8,-0.0353979,-0.00141796
5.805,-0.0324636,-0.00390367
5.81,-0.0306604,-0.00467156
5.815,-0.0292202,-0.0052097
5.82,-0.0282177,-0.0036456
5.825,-0.0277972,-0.00109031
5.83,-0.0266117,-0.0017475
5.835,-0.0231454,-0.00117453
5.84,-0.0179017,-0.00209862
5.845,-0.0123417,-0.00493285
5.85,-0.00707775,-0.00122183
5.855,-0.00184792,-0.00269399
5.86,0.00276992,-0.00252808
5.865,0.00584542,-0.00322916
5.87,0.00876534,-0.00305251
5.875,0.0132069,-0.00444535
5.88,0.017946,-0.0045804
5.885,0.021837,-0.00656537
5.89,0.026306,-0.00399793
5.895,0.0332577,-0.000833809
5.9,0.0433728,-0.00112271
5.905,0.0565204,-0.00247673
5.91,0.0717536,-0.00398074
5.915,0.0870011,-0.00271896
5.92,0.100432,-0.00146949
5.925,0.113719,-0.0061681
5.93,0.132242,-0.0063743
5.935,0.160488,-0.00229974
5.94,0.196742,-0.00177619
5.945,0.234023,0.000165941
5.95,0.26508,-0.00471839
5.955,0.28633,-0.0084676
5.96,0.297113,-0.00327453
5.965,0.297343,0.000898611
5.97,0.286843,0.000693639
5.975,0.264854,-0.00094102
5.98,0.231586,-0.00840078
5.985,0.19081,-0.0111314
5.99,0.149005,0.00203976
5.995,0.112566,-0.00101234
6,0.0840002,-0.00826078
6.005,0.0622435,-0.00930939
6.01,0.0460994,-0.00602864
6.015,0.0352632,-0.00263514
6.02,0.0276974,0.00222837
6.025,0.0208444,0.0042229
6.03,0.0150735,-0.00146573
6.035,0.0114663,-0.00173025
6.04,0.00941678,-0.000534483
6.045,0.00840264,-0.00567756
6.05,0.00898271,-0.00267021
6.055,0.0113149,-0.00095871
6.06,0.0139679,-0.00413591
6.065,0.015787,-0.0075171
6.07,0.0168671,-0.00581137
6.075,0.0148884,-0.00413933
6.08,0.0023992,-0.00143692
6.085,-0.0234331,-0.00250375
6.09,-0.0404059,-0.00618178
6.095,-0.00319815,-0.00877201
6.1,0.140115,-0.00594905
6.105,0.426332,-0.0045538
6.11,0.820464,-0.00423532
6.115,1.20653,0.00327765
6.12,1.45922,-0.00344922
6.125,1.51589,0.0148613
6.13,1.39422,0.00259064
6.135,1.16698,-0.00231223
6.14,0.913907,0.00428331
6.145,0.692182,-0.0140554
6.15,0.527319,-0.0384895
6.155,0.417806,-0.0159919
6.16,0.348907,-0.00588452
6.165,0.305422,0.0163185
6.17,0.277945,0.0311413
6.175,0.261238,0.0102716
6.18,0.250152,-0.0125249
6.185,0.241949,-0.0159874
6.19,0.237841,-0.0141881
6.195,0.238923,0.00261839
6.2,0.242924,0.000558218
6.205,0.247178,-0.0074586
6.21,0.252409,-0.000525734
6.215,0.260285,0.00111372
6.22,0.270691,-0.00457954
6.225,0.28227,-0.00654745
6.23,0.294727,-0.00528802
6.235,0.308422,-0.000216719
6.24,0.322475,-0.0108946
6.245,0.335707,8.46E-05
6.25,0.34882,-0.00506009
6.255,0.36356,-0.0111723
6.26,0.380496,-0.00915734
6.265,0.399663,-0.00647551
6.27,0.421933,-0.00397216
6.275,0.448152,-0.0018361
6.28,0.476785,0.00397322
6.285,0.505053,0.004179
6.29,0.531558,0.00272801
6.295,0.556094,-0.00124879
6.3,0.577838,-0.00445694
6.305,0.59631,-0.000885609
6.31,0.612213,-0.00536559
6.315,0.626182,-0.00809934
6.32,0.636579,-0.00495978
6.325,0.641275,-0.00515666
6.33,0.639432,-0.00368281
6.335,0.629423,-0.00261784
6.34,0.607928,-0.0031275
6.345,0.573748,-0.00264859
6.35,0.530405,-0.00332379
6.355,0.482787,-0.00263262
6.36,0.433502,-0.00173125
6.365,0.38389,-0.00131886
6.37,0.336427,-0.00527289
6.375,0.293954,-0.00454487
6.38,0.2569,0.00243482
6.385,0.224848,-0.00911442
6.39,0.198519,-0.00123986
6.395,0.17816,0.000587725
6.4,0.162084,-0.00527487
6.405,0.148153,-0.00804289
6.41,0.136471,-0.00560229
6.415,0.128067,-0.00429487
6.42,0.122519,-0.0028706
6.425,0.118823,-0.00293586
6.43,0.116384,-0.000428483
6.435,0.114389,-6.07E-05
6.44,0.111909,-0.00274017
6.445,0.108668,0.00762053
6.45,0.105959,-0.013867
6.455,0.104261,-0.0353066
6.46,0.10205,0.023343
6.465,0.0979108,0.00219171
6.47,0.0925574,0.00434589
6.475,0.0878627,-0.00101749
6.48,0.0843011,-0.0037017
6.485,0.0810335,-0.00511541
6.49,0.078037,-0.00715293
6.495,0.0756218,-0.00247159
6.5,0.072312,0.000701776
6.505,0.067492,-0.00534274
6.51,0.0631175,-0.0101809
6.515,0.0607394,-0.014023
6.52,0.059258,-0.0078487
6.525,0.0568238,0.00545869
6.53,0.054033,-0.0100282
6.535,0.0517287,0.00597235
6.54,0.0490406,0.00749263
6.545,0.0449813,-0.00231248
6.55,0.0409443,-0.0071779
6.555,0.0380434,-0.00677886
6.56,0.0347755,-0.0069742
6.565,0.030025,-0.00311055
6.57,0.0250811,0.00174966
6.575,0.0210782,-0.00063128
6.58,0.0169872,-0.00297451
6.585,0.0112198,-0.00208825
6.59,0.004466,-0.00492083
6.595,-0.00131642,-0.00663492
6.6,-0.00656767,-0.00866217
6.605,-0.0127056,-0.00760809
6.61,-0.0191833,-0.00304701
6.615,-0.0250391,0.00010844
6.62,-0.0312365,0.000876788
6.625,-0.039395,-0.00181633
6.63,-0.0480353,-0.00523243
6.635,-0.0540812,-0.00382967
6.64,-0.0580817,-0.00137803
6.645,-0.0629479,-0.000812865
6.65,-0.0694324,-0.000883792
6.655,-0.0759477,0.00145478
6.66,-0.0818325,-0.00146398
6.665,-0.0876295,-0.00561141
6.67,-0.0932907,-0.00860266
6.675,-0.0989297,-0.00736757
6.68,-0.106272,-0.00427161
6.685,-0.11571,-0.00255361
6.69,-0.124876,-0.00247344
6.695,-0.131521,-0.000758317
6.7,-0.135944,-0.00243446
6.705,-0.140401,-0.00391743
6.71,-0.145572,-0.0041841
6.715,-0.150827,-0.00552475
6.72,-0.156071,-0.000413027
6.725,-0.161705,-8.59E-05
6.73,-0.167458,-0.00429356
6.735,-0.172044,-0.00156753
6.74,-0.174983,-0.000430455
6.745,-0.176867,-0.00476477
6.75,-0.177093,-0.0081306
6.755,-0.173609,-0.00459052
6.76,-0.165361,-0.000970296
6.765,-0.154286,-0.00178179
6.77,-0.144037,-0.00253613
6.775,-0.13677,-0.00589469
6.78,-0.130361,-0.00547201
6.785,-0.119917,-0.00428334
6.79,-0.100221,-0.000867377
6.795,-0.0697875,-0.000612603
6.8,-0.0341498,-0.00482485
6.805,-0.00266963,-0.00632163
6.81,0.0185031,-0.00638126
6.815,0.0286008,2.81E-05
6.82,0.0284221,-0.00124012
6.825,0.0180135,-0.00154908
6.83,-0.00365068,-0.0022023
6.835,-0.0376548,-0.00100213
6.84,-0.0820864,-0.00145337
6.845,-0.131223,-0.00351867
6.85,-0.176843,-0.00671752
6.855,-0.213455,-0.00253775
6.86,-0.240948,-0.00129454
6.865,-0.261727,-0.00236318
6.87,-0.276959,-0.00586999
6.875,-0.286949,-0.00616152
6.88,-0.293757,-0.00593968
6.885,-0.300287,-0.00965553
6.89,-0.308096,-0.00426633
6.895,-0.316227,0.000278644
6.9,-0.323773,-0.000167656
6.905,-0.331084,-0.00043489
6.91,-0.337313,-0.00213602
6.915,-0.340868,0.000975984
6.92,-0.342175,-0.00188029
6.925,-0.343024,-0.00142642
6.93,-0.343875,-0.00137167
6.935,-0.348269,-0.004587
6.94,-0.366091,-0.00633225
6.945,-0.397711,-0.0097192
6.95,-0.412775,-0.0118869
6.955,-0.35921,-0.006313
6.96,-0.182337,-0.00348605
6.965,0.141024,-0.00327939
6.97,0.548044,-0.00334925
6.975,0.908845,1.07E-05
6.98,1.10929,0.00769216
6.985,1.10841,0.00866764
6.99,0.943266,0.00211321
6.995,0.695401,0.0026901
7,0.441112,0.00133867
7.005,0.227444,-0.0279676
7.01,0.0713502,-0.0296702
7.015,-0.0307948,-0.0173898
7.02,-0.0935572,-0.00343914
7.025,-0.132791,0.0237334
7.03,-0.158881,0.0297823
7.035,-0.176369,0.0111655
7.04,-0.187712,-0.0161023
7.045,-0.195673,-0.0168336
7.05,-0.200172,-0.00999495
7.055,-0.199683,0.000602969
7.06,-0.195706,-0.00704931
7.065,-0.190653,-0.00554816
7.07,-0.18443,0.0033226
7.075,-0.175854,0.000961988
7.08,-0.165233,-0.00292695
7.085,-0.153524,-0.00540001
7.09,-0.140636,-0.00414186
7.095,-0.12611,-0.00406134
7.1,-0.110783,-0.00656063
7.105,-0.0956786,-0.00683599
7.11,-0.0798923,-0.00730791
7.115,-0.0628792,-0.00926872
7.12,-0.0447037,-0.00662024
7.125,-0.0250753,-0.00383069
7.13,-0.0033184,-0.00277061
7.135,0.020413,0.000157448
7.14,0.0443665,0.00116695
7.145,0.0668748,-8.72E-05
7.15,0.0877175,-0.000982514
7.155,0.107458,0.000626942
7.16,0.126362,-0.00175772
7.165,0.143839,-0.00707192
7.17,0.15961,-0.00222343
7.175,0.173699,-0.00278143
7.18,0.183939,-0.00482194
7.185,0.1862,-0.00591159
7.19,0.178626,-0.00455707
7.195,0.162534,-0.00455682
7.2,0.13805,-0.0013109
7.205,0.104881,-0.00169482
7.21,0.065383,-0.00186663
7.215,0.0228369,-0.0024381
7.22,-0.0206243,-0.00265289
7.225,-0.062788,-0.00363099
7.23,-0.100946,-0.00308043
7.235,-0.133079,-0.000910457
7.24,-0.159139,-0.00147686
7.245,-0.180501,-0.00635475
7.25,-0.197771,-0.0074879
7.255,-0.210307,-0.0044199
7.26,-0.218711,-0.00304258
7.265,-0.224728,-0.00339905
7.27,-0.229229,-0.0048471
7.275,-0.232039,-0.00606706
7.28,-0.233894,-0.00443733
7.285,-0.235748,0.00152828
7.29,-0.237373,0.000347126
7.295,-0.237829,-0.00187661
7.3,-0.237643,0.00279138
7.305,-0.238067,0.00612758
7.31,-0.238896,-0.0231736
7.315,-0.238438,-0.0315588
7.32,-0.236317,0.0172273
7.325,-0.233612,0.000734871
7.33,-0.230198,0.00619449
7.335,-0.225471,0.00588253
7.34,-0.221053,0.00141416
7.345,-0.218707,-0.00679808
7.35,-0.217779,-0.00659072
7.355,-0.215921,-0.00534321
7.36,-0.21279,-0.0067395
7.365,-0.210149,-0.00249496
7.37,-0.207628,-0.00676161
7.375,-0.203235,-0.00561646
7.38,-0.198025,-0.00563576
7.385,-0.194331,-0.00352459
7.39,-0.192693,-0.00060216
7.395,-0.192476,-0.00255706
7.4,-0.193225,-0.00574168
7.405,-0.195005,-0.00153169
7.41,-0.196402,-0.00550084
7.415,-0.195826,-0.00701454
7.42,-0.19419,-0.000646522
7.425,-0.193295,-0.000623186
7.43,-0.192904,-0.00363574
7.435,-0.191777,-0.00140227
7.44,-0.190299,-0.000571479
7.445,-0.189584,-0.00171006
7.45,-0.189456,-0.00355067
7.455,-0.189458,-0.00192847
7.46,-0.190235,-0.00424125
7.465,-0.192059,-0.0072737
7.47,-0.19378,-0.00435771
7.475,-0.194099,-0.00141411
7.48,-0.193202,-0.000286344
7.485,-0.19239,-0.00344311
7.49,-0.192361,-0.00611944
7.495,-0.19282,-0.00650278
7.5,-0.193738,-0.00866007
7.505,-0.195314,-0.00178084
7.51,-0.196665,0.0024965
7.515,-0.196543,3.29E-05
7.52,-0.195694,-0.000809575
7.525,-0.196015,-0.00146988
7.53,-0.197521,-0.00361971
7.535,-0.198542,-0.00208341
7.54,-0.198147,-0.0024545
7.545,-0.197098,-0.00255237
7.55,-0.196282,-0.00288425
7.555,-0.195089,-0.00344338
7.56,-0.194084,-0.00338493
7.565,-0.194313,-0.0055186
7.57,-0.194031,-0.00567496
7.575,-0.190735,-0.00200295
7.58,-0.185099,-0.00525685
7.585,-0.179801,-0.00770473
7.59,-0.17539,-0.00689406
7.595,-0.171208,-0.00370471
7.6,-0.168078,-0.00104371
7.605,-0.166712,-0.00142291
7.61,-0.166068,-0.00292848
7.615,-0.164251,-0.00193658
7.62,-0.160858,-0.000940161
7.625,-0.156759,-0.00315269
7.63,-0.151976,-0.003723
7.635,-0.146185,-0.00496478
7.64,-0.14076,-0.00405712
7.645,-0.13554,-0.000546607
7.65,-0.126292,0.000428072
7.655,-0.10977,-0.0023848
7.66,-0.0887083,-0.00391217
7.665,-0.0690169,-0.00176671
7.67,-0.0520444,-0.00397421
7.675,-0.0338152,-0.00517873
7.68,-0.0101279,-0.00690089
7.685,0.0208485,-0.00841205
7.69,0.0586017,-0.00876552
7.695,0.0985578,-0.0015662
7.7,0.132485,-0.000180038
7.705,0.154681,0.00452673
7.71,0.16543,-0.000909929
7.715,0.167637,-0.00100686
7.72,0.160941,-0.00210338
7.725,0.142271,-0.00334003
7.73,0.112608,-0.00648653
7.735,0.0779611,-0.00507633
7.74,0.044011,-0.00324351
7.745,0.0144523,-0.00124337
7.75,-0.00793811,-0.0019818
7.755,-0.022371,-0.00112841
7.76,-0.0316384,-0.0055427
7.765,-0.0394422,-0.00693905
7.77,-0.045998,-0.00696338
7.775,-0.0499869,-0.00486135
7.78,-0.0516391,-0.00294282
7.785,-0.0522724,0.00041467
7.79,-0.0522882,-0.00218909
7.795,-0.0520588,-0.00111573
7.8,-0.0526372,-0.00307623
7.805,-0.0546824,-0.00499339
7.81,-0.0569722,-0.00400871
7.815,-0.0571859,-0.00205796
7.82,-0.0548768,-0.00267764
7.825,-0.0545041,-0.00263686
7.83,-0.0637867,-0.00493404
7.835,-0.0833487,-0.00480601
7.84,-0.0897106,-0.00519953
7.845,-0.0388154,-0.00916465
7.85,0.119371,-0.00560438
7.855,0.414167,-0.0042313
7.86,0.798011,-0.0042003
7.865,1.15318,0.00236282
7.87,1.36965,0.0182469
7.875,1.39929,0.0103105
7.88,1.26191,-0.00670634
7.885,1.0271,-0.0024388
7.89,0.774021,-0.00538194
7.895,0.558406,-0.0320626
7.9,0.401423,-0.0208784
7.905,0.298395,0.00064003
7.91,0.234498,-0.00239763
7.915,0.194829,0.00774632
7.92,0.168205,0.0161084
7.925,0.148219,0.00526584
7.93,0.133714,-0.00817303
7.935,0.125997,-0.0188251
7.94,0.124237,-0.0106042
7.945,0.125935,0.00109636
7.95,0.129334,0.0046114
7.955,0.134339,0.00578197
7.96,0.140286,2.68E-05
7.965,0.145969,-0.00546486
7.97,0.152457,-0.00813412
7.975,0.161289,-0.00775088
7.98,0.1719,-0.00330929
7.985,0.182538,-0.00229589
7.99,0.193389,-0.00562287
7.995,0.206428,-0.00232818
8,0.221993,-0.00429237
8.005,0.238353,-0.00688221
8.01,0.254915,-0.00434597
8.015,0.271821,-0.00594246
8.02,0.28912,-0.00583211
8.025,0.30774,-0.00229067
8.03,0.328971,0.000510014
8.035,0.353377,0.00242307
8.04,0.379406,0.00121765
8.045,0.404164,-0.00390811
8.05,0.42604,-0.00294849
8.055,0.444782,-0.00559206
8.06,0.46021,-0.00992564
8.065,0.472183,-0.0114181
8.07,0.481053,-0.00232175
8.075,0.486777,0.00111638
8.08,0.487175,-0.000751288
8.085,0.478684,-0.00171086
8.09,0.45963,-0.00208085
8.095,0.431,-0.00402314
8.1,0.394185,-0.00390169
8.105,0.350636,-0.00196119
8.11,0.303268,-0.00146695
8.115,0.2563,-0.0028792
8.12,0.213203,-0.000799723
8.125,0.17569,-0.00344129
8.13,0.144976,-0.00656366
8.135,0.121775,-0.00490455
8.14,0.104911,-0.00143648
8.145,0.0917523,-0.00237795
8.15,0.0810814,-0.00521528
8.155,0.0729881,-0.00561294
8.16,0.066557,-0.00228912
8.165,0.0600143,-0.00014965
8.17,0.0532744,-0.000404085
8.175,0.0475414,-0.00478588
8.18,0.0435524,-0.00334584
8.185,0.0406648,-0.00434599
8.19,0.0383334,-0.00849188
8.195,0.0363972,-0.00401616
8.2,0.0340279,0.00524242
8.205,0.0303895,0.0108114
8.21,0.0264257,-0.0325637
8.215,0.0229344,-0.00184947
8.22,0.0198104,0.0084712
8.225,0.0165688,0.00155794
8.23,0.0138789,-0.00218327
8.235,0.0130619,-0.00361352
8.24,0.013905,-0.00332238
8.245,0.0148769,-0.0072436
8.25,0.0155565,-0.0038553
8.255,0.0166304,-0.00190575
8.26,0.0182777,-0.00466782
8.265,0.0198702,-0.00413056
8.27,0.0221495,-0.00357214
8.275,0.0264123,-0.00462217
8.28,0.0316423,-0.00525356
8.285,0.0352392,-0.00485062
8.29,0.0376655,-0.0029586
8.295,0.0409416,-0.00292684
8.3,0.0452556,-0.0019667
8.305,0.0487771,0.000144119
8.31,0.0504571,-0.00201345
8.315,0.0513925,-0.00242572
8.32,0.0515409,-0.00313562
