Time,ECG,Stethoscope
8.325,0.0494324,-0.00386999
8.33,0.044854,-0.00269314
8.335,0.0390287,-0.00302128
8.34,0.0324021,-0.00461262
8.345,0.0248658,-0.00417338
8.35,0.0177301,-0.00333291
8.355,0.0121922,-0.00242058
8.36,0.00651522,-0.0020216
8.365,-0.00190037,-0.00213865
8.37,-0.012321,-0.00449674
8.375,-0.0216593,-0.00526732
8.38,-0.0294641,-0.00589603
8.385,-0.0375681,-0.00471987
8.39,-0.0463703,-0.00114095
8.395,-0.0546373,-0.0022355
8.4,-0.0621063,8.22E-05
8.405,-0.0690331,-0.000969684
8.41,-0.0750545,-0.00455812
8.415,-0.07973,-0.00562654
8.42,-0.083947,-0.00405964
8.425,-0.0894622,-0.00195571
8.43,-0.0959968,-0.00103795
8.435,-0.101504,-0.0015342
8.44,-0.105812,-0.00176141
8.445,-0.110113,-0.00377489
8.45,-0.113975,-0.0110872
8.455,-0.11656,-0.00739759
8.46,-0.118949,-0.00262287
8.465,-0.122523,-0.00254386
8.47,-0.12632,-0.000195561
8.475,-0.128812,0.00168931
8.48,-0.130119,0.00156835
8.485,-0.131434,-0.000264553
8.49,-0.13298,-0.00559768
8.495,-0.134004,-0.00683671
8.5,-0.134828,-0.0115195
8.505,-0.136828,-0.00448092
8.51,-0.139748,0.00122476
8.515,-0.142156,-0.00273266
8.52,-0.143924,-0.00250149
8.525,-0.146359,0.00258587
8.53,-0.149732,0.000856921
8.535,-0.152972,-0.00504176
8.54,-0.15536,-0.0105732
8.545,-0.157366,-0.00879189
8.55,-0.159099,-0.0051266
8.555,-0.160066,-0.00195907
8.56,-0.159536,0.000340814
8.565,-0.155389,0.00140933
8.57,-0.144806,-0.00140138
8.575,-0.129003,-0.00667191
8.58,-0.113972,-0.00337872
8.585,-0.102822,7.11E-05
8.59,-0.091628,0.0031024
8.595,-0.0745345,-0.00903186
8.6,-0.0491513,-0.0152141
8.605,-0.0174436,-0.00593127
8.61,0.0157777,-0.00832422
8.615,0.0440188,6.63E-05
8.62,0.0615946,-0.00155259
8.625,0.0661148,0.000862838
8.63,0.05905,0.00416721
8.635,0.0420681,0.00272441
8.64,0.0140934,-0.00155487
8.645,-0.0251614,-0.00177068
8.65,-0.0710525,-0.00099042
8.655,-0.116277,-0.00499087
8.66,-0.15634,-0.00682102
8.665,-0.190371,-0.00590803
8.67,-0.217733,-0.00459655
8.675,-0.237844,-0.00444047
8.68,-0.252028,-0.0103941
8.685,-0.26322,-0.00855885
8.69,-0.273135,-0.00466009
8.695,-0.281808,-0.000514542
8.7,-0.290585,0.00194258
8.705,-0.300944,0.0014488
8.71,-0.311031,-0.00165823
8.715,-0.3183,-0.00531943
8.72,-0.322808,-0.00237408
8.725,-0.326244,-0.000675749
8.73,-0.329539,-0.000487887
8.735,-0.331131,-0.00146095
8.74,-0.330088,-0.00257284
8.745,-0.331831,-0.00526668
8.75,-0.343831,-0.00708783
8.755,-0.358035,-0.0065168
8.76,-0.340976,-0.00874161
8.765,-0.246664,-0.0105637
8.77,-0.0310149,-0.00701635
8.775,0.303916,-0.00214646
8.78,0.672654,-0.00354033
8.785,0.956337,0.00826248
8.79,1.07545,0.017614
8.795,1.01673,0.00479723
8.8,0.825758,-0.00261565
8.805,0.577093,-0.00201338
8.81,0.338997,-0.0230722
8.815,0.150608,-0.0260546
8.82,0.0193605,-0.00870295
8.825,-0.0656434,0.00169141
8.83,-0.118855,0.00427668
8.835,-0.151951,0.0119998
8.84,-0.173989,0.00865116
8.845,-0.190504,-0.00130565
8.85,-0.202508,-0.00974545
8.855,-0.209448,-0.0163308
8.86,-0.212265,-0.00567531
8.865,-0.212501,0.00075464
8.87,-0.210377,0.0035165
8.875,-0.205256,0.000112586
8.88,-0.197877,-0.00594119
8.885,-0.189963,-0.00524572
8.89,-0.181735,-0.00649086
8.895,-0.172142,-0.00725057
8.9,-0.161604,-0.00278351
8.905,-0.151511,-0.00221333
8.91,-0.141116,-0.00603309
8.915,-0.128346,-0.0072442
8.92,-0.112918,-0.0033761
8.925,-0.0960227,-0.00132828
8.93,-0.0775348,-0.00034799
8.935,-0.0563628,-0.00474865
8.94,-0.0333269,-0.000449028
8.945,-0.00979753,-0.00122513
8.95,0.0149016,-0.00134628
8.955,0.041814,-0.00147574
8.96,0.0693464,-0.00184865
8.965,0.0943529,-0.00443661
8.97,0.115507,-0.00841253
8.975,0.133873,-0.00758756
8.98,0.149658,-0.00700367
8.985,0.161254,-0.00354926
8.99,0.168064,-0.00229069
8.995,0.169796,0.00225219
9,0.164289,-0.000634393
9.005,0.148713,-0.000844214
9.01,0.122521,0.000350004
9.015,0.0874447,-0.00136443
9.02,0.0447552,-0.00370467
9.025,-0.0034272,-0.00564613
9.03,-0.0524882,-0.00508784
9.035,-0.0978104,-0.00586038
9.04,-0.137943,-0.00399859
9.045,-0.173631,-0.000968559
9.05,-0.204415,-0.00245856
9.055,-0.228756,-0.00400789
9.06,-0.247292,-0.00401044
9.065,-0.262182,-0.00402323
9.07,-0.27473,-0.00464383
9.075,-0.284572,-0.00383634
9.08,-0.292047,-0.00413409
9.085,-0.298287,-0.00457289
9.09,-0.302929,-0.00709405
9.095,-0.304621,-0.0024226
9.1,-0.304085,-0.0028637
9.105,-0.303444,-0.0014677
9.11,-0.303392,0.00360541
9.115,-0.30286,0.0102387
9.12,-0.301415,0.0064446
9.125,-0.299608,-0.0375392
9.13,-0.297059,-0.0154965
9.135,-0.292213,0.0108328
9.14,-0.285956,0.00648218
9.145,-0.281241,0.00217492
9.15,-0.278006,0.00636116
9.155,-0.273973,-0.00464943
9.16,-0.269374,-0.013435
9.165,-0.266267,-0.0126415
9.17,-0.264434,-0.00625253
9.175,-0.262291,-0.000492275
9.18,-0.259348,0.00128295
9.185,-0.256223,0.000906289
9.19,-0.253774,-0.00475421
9.195,-0.252162,-0.00731248
9.2,-0.251635,-0.0073526
9.205,-0.252333,-0.00750398
9.21,-0.252983,-0.00513939
9.215,-0.251584,0.00163322
9.22,-0.248146,0.00267038
9.225,-0.245063,0.00293513
9.23,-0.243422,-0.00219304
9.235,-0.242014,-0.00409645
9.24,-0.239879,-0.00239817
9.245,-0.237635,-0.0055816
9.25,-0.236313,-0.00559405
9.255,-0.235841,-0.00503223
9.26,-0.235765,-0.00601438
9.265,-0.236385,-0.0076241
9.27,-0.237539,-0.00673725
9.275,-0.238169,-0.00250951
9.28,-0.238098,-0.000915499
9.285,-0.237984,0.00026999
9.29,-0.237915,0.00172918
9.295,-0.237238,0.00166915
9.3,-0.235738,-0.00113172
9.305,-0.234337,-0.00339294
9.31,-0.233308,-0.00279408
9.315,-0.231446,-0.0045946
9.32,-0.228705,-0.00185618
9.325,-0.226865,-0.00279937
9.33,-0.22673,-0.00813274
9.335,-0.227017,-0.00762109
9.34,-0.226396,-0.00871273
9.345,-0.225095,-0.00304888
9.35,-0.223556,-0.000783877
9.355,-0.221635,-0.00387151
9.36,-0.219899,-0.00449856
9.365,-0.218858,-0.00258165
9.37,-0.217784,0.000884087
9.375,-0.215241,0.00136686
9.38,-0.211826,-0.00178968
9.385,-0.209475,-0.00305374
9.39,-0.208116,-0.00212021
9.395,-0.205731,-0.0037364
9.4,-0.202171,-0.00469158
9.405,-0.198971,-0.00414188
9.41,-0.196218,-0.00639067
9.415,-0.192749,-0.00484601
9.42,-0.188806,-0.0021351
9.425,-0.185301,-0.00106195
9.43,-0.182727,-0.00518551
9.435,-0.180679,-0.0051948
9.44,-0.178706,-0.000647279
9.445,-0.177245,-0.00270162
9.45,-0.17549,-0.00460269
9.455,-0.171524,-0.004265
9.46,-0.165439,-0.00113897
9.465,-0.159534,1.50E-05
9.47,-0.154695,-0.00282435
9.475,-0.149942,-0.0053003
9.48,-0.145806,-0.00603351
9.485,-0.143111,-0.00216555
9.49,-0.140681,-0.00350527
9.495,-0.135731,-0.00505605
9.5,-0.125848,-0.00380762
9.505,-0.110383,-0.00215667
9.51,-0.0904438,-0.00289551
9.515,-0.0690846,-0.00252243
9.52,-0.0503682,-7.69E-05
9.525,-0.0346443,-0.00103894
9.53,-0.0165346,-0.0022371
9.535,0.00989496,-0.00469584
9.54,0.0448228,-0.00381939
9.545,0.0826699,-0.00431725
9.55,0.116491,-0.00296418
9.555,0.141345,-0.00500375
9.56,0.156812,-0.00676587
9.565,0.163833,-0.00645168
9.57,0.162388,-0.00555974
9.575,0.151151,-0.00177464
9.58,0.12754,-0.000586368
9.585,0.0924072,-0.00639441
9.59,0.0524011,-0.00192069
9.595,0.0160167,-0.000298977
9.6,-0.0122749,0.00362868
9.605,-0.0333429,0.000975478
9.61,-0.0492634,-0.00460834
9.615,-0.0600809,-0.00576422
9.62,-0.0660995,-0.00568232
9.625,-0.0695247,-0.00448417
9.63,-0.0730716,-0.00362706
9.635,-0.0777464,-0.00410097
9.64,-0.0831877,-0.00294384
9.645,-0.08882,-0.00153467
9.65,-0.092644,-0.00137738
9.655,-0.0923949,-0.00364121
9.66,-0.089131,-0.00292469
9.665,-0.0854451,-0.0017211
9.67,-0.0818223,-0.00257585
9.675,-0.0765141,-0.00388404
9.68,-0.0715753,-0.00229842
9.685,-0.0751602,-0.00518088
9.69,-0.0911283,-0.00671229
9.695,-0.0998386,-0.00740803
9.7,-0.0587285,-0.0076863
9.705,0.0824615,-0.00546061
9.71,0.361632,-0.00555258
9.715,0.748242,-0.00672657
9.72,1.13109,-0.00179947
9.725,1.38718,0.0132721
9.73,1.45176,0.00632142
9.735,1.33703,0.0034005
9.74,1.11153,0.00480919
9.745,0.855824,-0.00574027
9.75,0.629777,-0.0348125
9.755,0.460963,-0.0257494
9.76,0.349322,0.000764568
9.765,0.280156,0.00503555
9.77,0.237685,0.0118
9.775,0.211715,0.0213177
9.78,0.195558,0.00697725
9.785,0.1845,-0.00908761
9.79,0.175529,-0.0216237
9.795,0.168523,-0.0176746
9.8,0.164779,0.00293562
9.805,0.164751,0.00566231
9.81,0.168159,-0.0024539
9.815,0.174851,4.27E-05
9.82,0.183489,-0.00108811
9.825,0.192185,-0.00424696
9.83,0.200936,-0.00812853
9.835,0.210634,-0.0047003
9.84,0.221195,-0.0023338
9.845,0.231198,-0.00438847
9.85,0.241432,-0.00772432
9.855,0.254696,-0.0111722
9.86,0.271226,-0.00997981
9.865,0.288827,-0.00748621
9.87,0.307007,-0.00242032
9.875,0.327213,-0.0010686
9.88,0.350271,0.00183219
9.885,0.37532,0.00193438
9.89,0.401429,0.00403551
9.895,0.428127,0.00138929
9.9,0.454557,0.00149182
9.905,0.478996,-0.00394769
9.91,0.500832,-0.00526682
9.915,0.520064,-0.00418466
9.92,0.535973,-0.00535314
9.925,0.547743,-0.0069953
9.93,0.553914,-0.00618869
9.935,0.552619,-0.00523062
9.94,0.54172,-0.00122001
9.945,0.518534,-0.00228815
9.95,0.483304,-0.00386584
9.955,0.439993,-0.00479284
9.96,0.392205,-0.00412291
9.965,0.341311,-0.00292891
9.97,0.289886,-0.00344104
9.975,0.242191,-0.00285386
9.98,0.200317,0.000686909
9.985,0.163317,-0.00581968
9.99,0.130963,-0.00307684
9.995,0.104683,-0.00464833
10,0.0848195,0.000354998
10.005,0.0696295,-0.00224852
10.01,0.0580181,-0.00254777
10.015,0.0502467,-0.00690582
10.02,0.0451898,-0.00609986
10.025,0.0411897,-0.00211067
10.03,0.0382222,-0.00208954
10.035,0.0373462,-0.0042693
10.04,0.0382722,-0.0035391
10.045,0.0389777,-0.000658328
10.05,0.0384683,0.00592333
10.055,0.0378326,0.0100485
10.06,0.0381114,-0.0275568
10.065,0.0391226,-0.0236131
10.07,0.0407767,0.0127106
10.075,0.0431962,0.00279545
10.08,0.0451477,0.00528555
10.085,0.0451188,-0.00370366
10.09,0.0436844,-0.00612744
10.095,0.0425736,-0.00489234
10.1,0.0425142,-0.00224815
10.105,0.0427675,-0.00243935
10.11,0.0433244,-0.00270475
10.115,0.0453375,-0.0069258
10.12,0.0484656,-0.00399568
10.125,0.0511963,-0.00578401
10.13,0.0526839,-0.00645377
10.135,0.0539778,-0.00638598
10.14,0.056253,-0.000423788
10.145,0.0587705,-0.000100141
10.15,0.0611205,-0.00192271
10.155,0.0643173,-0.00158824
10.16,0.0676843,-0.00132593
10.165,0.0694051,-0.00182208
10.17,0.0695189,-0.00486265
10.175,0.0699824,-0.00570266
10.18,0.0711266,-0.00450713
10.185,0.0716846,-0.00234481
10.19,0.071605,-0.000152842
10.195,0.0719503,-0.000571786
10.2,0.0728405,-0.0101735
10.205,0.073107,-0.00313206
10.21,0.0730001,-0.00310795
10.215,0.0739176,-0.00278176
10.22,0.0756344,-0.00284395
10.225,0.076591,-0.00310069
10.23,0.0766917,-0.00195053
10.235,0.0772265,-0.00146893
10.24,0.0784143,-0.0019921
10.245,0.0792833,-0.000569066
10.25,0.0798551,-0.00412393
10.255,0.0814884,-0.00977729
10.26,0.0841219,-0.00650022
10.265,0.0861902,0.00100267
10.27,0.0876562,0.00225342
10.275,0.0901643,-0.00500425
10.28,0.0939495,-0.00394513
10.285,0.0975269,-0.000922634
10.29,0.10056,-0.00402834
10.295,0.103829,-0.00620079
10.3,0.106578,-0.00583594
10.305,0.107361,-0.00520974
10.31,0.106905,-0.00450346
10.315,0.107042,-0.00163635
10.32,0.106951,-8.77E-05
10.325,0.104859,-0.000398683
10.33,0.101638,-0.00241918
10.335,0.099637,-0.00181659
10.34,0.0996045,-0.00101135
10.345,0.100743,-0.00515543
10.35,0.102612,-0.00458573
10.355,0.105139,-0.00250759
10.36,0.107562,-0.00408252
10.365,0.108691,-0.0032135
10.37,0.108529,-0.00474592
10.375,0.108538,-0.0055331
10.38,0.109651,-0.00416257
10.385,0.110881,-0.00841566
10.39,0.111171,-0.00775975
10.395,0.111093,-0.00175264
10.4,0.11172,0.0023414
10.405,0.113676,-0.000826951
10.41,0.118073,0.00352177
10.415,0.126747,-0.000293712
10.42,0.13975,-0.0032859
10.425,0.154378,-0.00894771
10.43,0.167725,-0.00812531
10.435,0.180503,-0.00102491
10.44,0.196404,-0.000592244
10.445,0.218223,-0.00145429
10.45,0.247593,-0.00340463
10.455,0.283869,-0.00659757
10.46,0.320883,-0.00665263
10.465,0.349733,-0.00532515
10.47,0.366284,-0.00435383
10.475,0.371877,-5.34E-05
10.48,0.368036,-0.000470745
10.485,0.353984,-0.00217566
10.49,0.32758,-0.00363642
10.495,0.28955,-0.00904123
10.5,0.243951,-0.00417832
10.505,0.196317,0.00110987
10.51,0.152843,0.00170034
10.515,0.117532,0.000727433
10.52,0.090384,-0.000336878
10.525,0.0690717,-0.0041282
10.53,0.0514548,-0.0112796
10.535,0.0370386,-0.00924656
10.54,0.0249109,-0.00409735
10.545,0.01303,-0.00371426
10.55,0.000952587,-0.00054214
10.555,-0.0106334,0.00167835
10.56,-0.0218834,0.00105394
10.565,-0.0331104,-0.0030725
10.57,-0.0434596,-0.00530713
10.575,-0.0520549,-0.00161666
10.58,-0.0588731,-0.00108745
10.585,-0.0647279,-0.00247105
10.59,-0.0707539,-0.00581888
10.595,-0.0805416,-0.00398204
10.6,-0.102439,-0.0021948
10.605,-0.139481,-0.0046364
10.61,-0.167908,-0.0073091
10.615,-0.138213,-0.00854907
10.62,0.00623953,-0.0071544
10.625,0.300167,-0.00759689
10.63,0.699818,-0.0034036
10.635,1.08233,-0.00182228
10.64,1.3219,0.00651435
10.645,1.35814,0.00480707
10.65,1.21256,0.00628801
10.655,0.963502,0.00200295
10.66,0.694512,-0.00482252
10.665,0.462013,-0.0235695
10.67,0.289249,-0.0240165
10.675,0.174198,-0.018189
10.68,0.101412,0.00722614
10.685,0.0526003,0.0262417
10.69,0.0154724,0.0236528
10.695,-0.0132832,-0.00545787
10.7,-0.0341045,-0.0185521
10.705,-0.0483473,-0.0153243
10.71,-0.0569116,-0.00184226
10.715,-0.0601197,0.00375212
10.72,-0.0602387,-0.00545662
10.725,-0.0609047,-0.00137408
10.73,-0.0630292,0.00340752
10.735,-0.0649177,-0.00262935
10.74,-0.0649878,-0.00856044
10.745,-0.0626269,-0.00541801
10.75,-0.0571438,-0.00277526
10.755,-0.0476015,-0.000607624
10.76,-0.0358867,-0.00138819
10.765,-0.0245651,-0.00424167
10.77,-0.0147451,-0.00797589
10.775,-0.00554273,-0.0151436
10.78,0.00443753,-0.0170471
10.785,0.0153748,-0.0163376
10.79,0.0275517,-0.00038162
10.795,0.0425375,0.010224
10.8,0.060515,0.00422409
10.805,0.0794303,0.00510961
10.81,0.0978516,0.00407335
10.815,0.115499,0.00458291
10.82,0.13154,0.000898106
10.825,0.144734,-0.00409066
10.83,0.154515,-0.00926639
10.835,0.162017,-0.0100947
10.84,0.167496,-0.010174
10.845,0.168668,-0.00701271
10.85,0.162446,-0.00619201
10.855,0.147258,-0.00307781
10.86,0.121983,0.000891747
10.865,0.0857976,-0.000909926
10.87,0.0406697,-0.00180004
10.875,-0.00788765,0.000793184
10.88,-0.0555021,-0.000348647
10.885,-0.100751,0.00106693
10.89,-0.142438,-0.000536534
10.895,-0.17912,-0.00502977
10.9,-0.210091,-0.00872373
10.905,-0.236054,-0.0114032
10.91,-0.258379,-0.0121151
10.915,-0.27768,-0.00249435
10.92,-0.293838,0.00120026
10.925,-0.306933,-0.00519238
10.93,-0.316477,9.01E-05
10.935,-0.321862,0.00136933
10.94,-0.324433,-0.00190216
10.945,-0.327611,-0.00449392
10.95,-0.333045,-0.00361222
10.955,-0.338743,-0.000302642
10.96,-0.34253,0.00848245
10.965,-0.34456,0.00407195
10.97,-0.345177,-0.0360106
10.975,-0.343661,-0.0115742
10.98,-0.340634,0.0114525
10.985,-0.339007,0.00777886
10.99,-0.33962,0.000938241
10.995,-0.340069,-0.00499819
11,-0.338942,-0.00557241
11.005,-0.337609,-0.00406654
11.01,-0.336701,0.00143145
11.015,-0.33506,-0.00413347
11.02,-0.332588,-0.00554939
11.025,-0.330451,-0.00463791
11.03,-0.328604,-0.00522888
11.035,-0.326253,-0.00589649
11.04,-0.324043,-0.00765815
11.045,-0.323439,-0.00682357
11.05,-0.324274,-0.00620727
11.055,-0.324533,-0.00238198
11.06,-0.323451,0.000433254
11.065,-0.322587,0.00127983
11.07,-0.322037,0.00240378
11.075,-0.320338,-0.00136736
11.08,-0.317483,-0.000981122
11.085,-0.315319,-0.00413266
11.09,-0.314709,-0.00557703
11.095,-0.314647,-0.00644717
11.1,-0.314266,-0.0043517
11.105,-0.314485,-0.00361685
11.11,-0.315899,-0.00506774
11.115,-0.316979,-0.00220471
11.12,-0.317042,-0.00374634
11.125,-0.31735,-0.00549371
11.13,-0.318171,-0.00492722
11.135,-0.318348,-0.0037395
11.14,-0.317295,0.0017708
11.145,-0.316469,-0.00256031
11.15,-0.316505,-0.00366183
11.155,-0.31659,0.000225623
11.16,-0.31617,-0.00031706
11.165,-0.315113,-0.00336533
11.17,-0.313381,-0.00448125
11.175,-0.311456,-0.00529523
11.18,-0.309986,-0.00420438
11.185,-0.309787,-0.0021438
11.19,-0.310419,0.00150739
11.195,-0.309849,-0.00178064
11.2,-0.307634,-0.00399876
11.205,-0.305645,-0.00568759
11.21,-0.304344,-0.00850916
11.215,-0.302673,-0.00730623
11.22,-0.300129,-0.00275302
11.225,-0.2976,-0.00116258
11.23,-0.29554,0.000462006
11.235,-0.292796,-0.000773882
11.24,-0.288794,-0.00523428
11.245,-0.284676,-0.00675643
11.25,-0.281163,-0.00629554
11.255,-0.277715,-0.00316195
11.26,-0.274278,-0.00045927
11.265,-0.27172,-0.000338877
11.27,-0.269672,-0.00244514
11.275,-0.266439,0.000642142
11.28,-0.261116,-0.00147972
11.285,-0.254682,-0.00667506
11.29,-0.248364,-0.0087819
11.295,-0.24189,-0.00318313
11.3,-0.23519,-0.00347884
11.305,-0.228862,-0.00325564
11.31,-0.222672,-0.00229989
11.315,-0.21416,0.00237624
11.32,-0.201157,0.00137902
11.325,-0.184185,-0.00402322
11.33,-0.16557,-0.00743052
11.335,-0.147523,-0.00791159
11.34,-0.130058,-0.00443331
11.345,-0.111212,-0.00385175
11.35,-0.0874664,-0.00335223
11.355,-0.0562221,-0.00238058
11.36,-0.0201603,-0.00194289
11.365,0.0135343,-0.00425737
11.37,0.0385525,-0.00272966
11.375,0.0539992,-0.00406698
11.38,0.0612627,-0.00369533
11.385,0.0593276,0.000258874
11.39,0.0453419,0.00254384
11.395,0.0179188,-0.000139778
11.4,-0.0203383,-0.00355273
11.405,-0.0637099,-0.00395343
11.41,-0.10522,-0.00670695
11.415,-0.139108,-0.00706224
11.42,-0.163697,-0.00757947
11.425,-0.181134,-0.00739649
11.43,-0.193639,-0.00245092
11.435,-0.201993,-0.00299343
11.44,-0.207487,-0.000440095
11.445,-0.212748,0.000122259
11.45,-0.218915,-0.00270575
11.455,-0.224342,-0.00563041
11.46,-0.228266,-0.00671145
11.465,-0.231613,-0.000410161
11.47,-0.234068,0.00080793
11.475,-0.23463,-0.00036305
11.48,-0.233656,-0.00150763
11.485,-0.232191,-0.00257506
11.49,-0.230237,-0.0019046
11.495,-0.228003,-0.00413351
11.5,-0.230114,-0.00606352
11.505,-0.243905,-0.00742031
11.51,-0.263712,-0.00912216
11.515,-0.256307,-0.00798497
11.52,-0.173236,-0.00665275
11.525,0.0332224,-0.00507697
11.53,0.373847,-0.00386048
11.535,0.774895,-0.00284616
11.54,1.10916,0.0129789
11.545,1.27532,0.0153656
11.55,1.24403,0.00721576
11.555,1.05938,0.000252456
11.56,0.803281,-0.00119854
11.565,0.550621,-0.0294186
11.57,0.346337,-0.044916
11.575,0.202995,-0.0149288
11.58,0.111314,-0.00462397
11.585,0.0548633,0.00443803
11.59,0.0203453,0.0260923
11.595,-0.000930314,0.0330189
11.6,-0.0150419,0.00703986
11.605,-0.0254564,-0.0173349
11.61,-0.0325214,-0.0170175
11.615,-0.0351921,-0.00462567
11.62,-0.0339225,-0.00270115
11.625,-0.0304676,-0.00626698
11.63,-0.0248853,-0.00355775
11.635,-0.0162307,-0.00504079
11.64,-0.00529871,-0.00261223
11.645,0.00588904,-0.00283147
11.65,0.0165661,-0.00460474
11.655,0.0278424,-0.00328832
11.66,0.0409777,-0.000972061
11.665,0.0560385,-0.00513147
11.67,0.0721713,-0.00496194
11.675,0.0894976,-0.00230806
11.68,0.10821,-0.00523404
11.685,0.127435,-0.00377988
11.69,0.147022,-0.00680693
11.695,0.168401,-0.00809719
11.7,0.192245,-0.00286695
11.705,0.216826,-0.00300268
11.71,0.240677,-0.00168134
11.715,0.264497,0.000161218
11.72,0.288553,-0.000197605
11.725,0.311713,-0.000165357
11.73,0.333003,-0.00104179
11.735,0.351726,-0.00215267
11.74,0.366438,-0.00448406
11.745,0.374915,-0.00547156
11.75,0.376676,-0.00410133
11.755,0.372427,-0.00529326
11.76,0.36081,-0.00345817
11.765,0.339284,-0.00327351
11.77,0.308109,-0.00433515
11.775,0.269994,-0.00146991
11.78,0.227559,-0.00345089
11.785,0.183841,-0.00313614
11.79,0.142819,-0.00286281
11.795,0.107679,-0.00208346
11.8,0.0794017,-0.00588452
11.805,0.0569675,-0.00715451
11.81,0.0391202,-0.00314076
11.815,0.0248356,-0.000293791
11.82,0.0134252,-0.000823023
11.825,0.00417038,-0.00355871
11.83,-0.00302614,-0.00157837
11.835,-0.00686105,-0.00047528
11.84,-0.007339,-0.00528453
11.845,-0.0069262,-0.00956335
11.85,-0.00689065,-0.0028809
11.855,-0.0054888,0.00100493
11.86,-0.00210027,-0.00533711
11.865,0.00123402,-0.000429216
11.87,0.00286955,0.00729206
11.875,0.00374538,0.00707095
11.88,0.00493793,-0.0364335
11.885,0.00646129,-0.00744494
11.89,0.00894997,0.0100817
11.895,0.0133917,0.00226043
11.9,0.019413,0.000968202
11.905,0.0250106,0.00452533
11.91,0.0290462,-0.00486668
11.915,0.0324567,-0.0132978
11.92,0.0358432,-0.0123493
11.925,0.0380748,-0.00529755
11.93,0.0396368,-0.000106379
11.935,0.0425679,-0.000583575
11.94,0.0470103,-0.00145419
11.945,0.0516097,-0.000752233
11.95,0.0561809,-0.00763936
11.955,0.0612522,-0.0102856
11.96,0.0667397,-0.00147091
11.965,0.0713956,-0.000286788
11.97,0.075134,0.000644342
11.975,0.0789652,0.0025152
11.98,0.083136,-0.00061798
11.985,0.0865385,-0.0039248
11.99,0.0887768,-0.00850221
11.995,0.0907635,-0.00968378
12,0.0930481,-0.00155732
12.005,0.0948406,0.000937479
12.01,0.0953002,-0.00373467
12.015,0.0952047,-0.00495624
12.02,0.0952845,-0.00600791
12.025,0.0952192,-0.0039096
12.03,0.0954247,-0.00417957
12.035,0.0971641,-0.00340808
12.04,0.100002,-0.001206
12.045,0.102265,0.000265208
12.05,0.103432,0.00168746
12.055,0.104695,0.000704169
12.06,0.106517,-0.000633158
12.065,0.108166,-0.00638965
12.07,0.109157,-0.00653301
12.075,0.11015,-0.00509976
12.08,0.111514,-0.00277933
12.085,0.112929,-0.00296097
12.09,0.115014,-0.00279988
12.095,0.118777,-0.00453935
12.1,0.123544,-0.00494862
12.105,0.126823,-0.00414605
12.11,0.128007,-0.0081552
12.115,0.129013,-0.00564037
12.12,0.131236,0.000914235
12.125,0.134335,0.00108448
12.13,0.137279,-0.00180086
12.135,0.139786,-0.00112926
12.14,0.141869,-0.00326029
12.145,0.142432,-0.00371924
12.15,0.140459,-0.00225401
12.155,0.137056,-0.00620661
12.16,0.133752,-0.00303605
12.165,0.130423,-0.00385753
12.17,0.126974,-0.00664527
12.175,0.124852,-0.00555053
12.18,0.124539,-0.00177854
12.185,0.123649,-0.00152956
12.19,0.120389,-0.00399805
12.195,0.115728,-0.00227564
12.2,0.110918,-0.00309303
12.205,0.105637,-0.00321607
12.21,0.100142,-0.00134259
12.215,0.0958091,-0.00161542
12.22,0.0927042,-0.000612807
12.225,0.0888422,-0.00245465
12.23,0.083122,-0.00273329
12.235,0.0769386,-0.0059484
12.24,0.0717402,-0.00671971
12.245,0.0662054,-0.00217164
12.25,0.0587834,-0.0017838
12.255,0.0512427,-0.00289947
12.26,0.0452498,-0.00396141
12.265,0.0403285,-0.00246297
12.27,0.0360257,-0.00873133
12.275,0.0326329,-0.00902967
12.28,0.0302826,-0.000509251
12.285,0.0283782,0.00395635
12.29,0.0286612,6.89E-05
12.295,0.0346387,-0.00246815
12.3,0.04664,-0.00690434
12.305,0.0598459,-0.00568721
12.31,0.070119,-0.00647907
12.315,0.0795074,-0.00398582
12.32,0.092356,-0.00196969
12.325,0.111034,-0.000502757
12.33,0.136844,-0.000142649
12.335,0.168238,-0.00136838
12.34,0.198089,0.00172278
12.345,0.217981,-0.00366214
12.35,0.225786,-0.0103707
12.355,0.224426,-0.00691548
12.36,0.215046,-0.00490288
12.365,0.194381,-0.00361937
12.37,0.160417,-0.00175667
12.375,0.117227,-0.00281965
12.38,0.071051,-0.00576128
12.385,0.0264883,-0.0047666
12.39,-0.0122152,-0.00214314
12.395,-0.0421252,-0.000961619
12.4,-0.0635475,0.000641428
12.405,-0.0799202,4.27E-07
12.41,-0.0935352,-0.00109024
12.415,-0.104397,-0.00144545
12.42,-0.113013,-0.00485367
12.425,-0.120892,-0.00522874
12.43,-0.128556,-0.00635797
12.435,-0.13472,-0.00165584
12.44,-0.138494,-0.00462617
12.445,-0.141301,-0.00803686
12.45,-0.145137,-0.00823318
12.455,-0.14934,-0.00217276
12.46,-0.152217,0.00204458
12.465,-0.153256,0.000452097
12.47,-0.154176,-0.00208029
12.475,-0.160137,-0.00555887
12.48,-0.174964,-0.0068903
12.485,-0.182899,-0.00636527
12.49,-0.144614,-0.00405406
12.495,-0.0108177,-0.0031521
12.5,0.253649,-0.00337169
12.505,0.617734,-0.00449338
12.51,0.976519,0.000118663
12.515,1.2174,0.00932393
12.52,1.27992,0.00629897
12.525,1.17045,-0.0013139
